COM	NOM_COM	GENTILE
78220	Les Essarts-le-Roi	Essartois
78230	La Falaise	Falaisiens
78233	Feucherolles	Feucherollais
78234	Flacourt	Flacourtois
78236	Flexanville	Flexanvillois
78239	Follainville-Dennemont	Follainvillois
78242	Fontenay-le-Fleury	Fontenaysiens
78246	Fontenay-Saint-Père	Fontenaysiens
78255	Freneuse	Freneusiens
78261	Gaillon-sur-Montcient	Gaillonnais
78262	Galluis	Galluisiens
78263	Gambais	Gambaisiens
78264	Gambaiseuil	Gabisans
78265	Garancières	Garanciérois
78267	Gargenville	Gargenvillois
78269	Gazeran	Gazeranais
78276	Gommecourt	Gommecourtois
78278	Goupillières	Goupillierois
78281	Goussonville	Goussonvillois
78283	Grandchamp	Magnicampois
78285	Gressey	Gresseyais
78289	Grosrouvre	Grosrouvrois
78290	Guernes	Guernois
78291	Guerville	Guervillois
78296	Guitrancourt	Guitrancourtois
78297	Guyancourt	Guyancourtois
78299	Hardricourt	Hardricourtois
78300	Hargeville	Hargevillois
78302	La Hauteville	Hautevillois
78305	Herbeville	Herbevillois
78307	Hermeray	Hermolitiens
78310	Houdan	Houdanais
78311	Houilles	Ovillois
78314	Issou	Issoussois
78317	Jambville	Jambvillois
78321	Jouars-Pontchartrain	Chartripontains
78322	Jouy-en-Josas	Jovaciens
78324	Jouy-Mauvoisin	Joyaciens
78327	Juziers	Juziérois
78334	Lévis-Saint-Nom	Levissiens
78335	Limay	Limayens
78337	Limetz-Villez	Carcaïens
78343	Les Loges-en-Josas	Logeois
78344	Lommoye	Lommoyens
78346	Longnes	Longnais
78349	Longvilliers	Longvillageois
78350	Louveciennes	Louveciennois
78354	Magnanville	Magnanvillois
78356	Magny-les-Hameaux	Magnycois
78358	Maisons-Laffitte	Mansonniens
78361	Mantes-la-Jolie	Mantais
78362	Mantes-la-Ville	Mantevillois
78364	Marcq	Marcquois
78366	Mareil-le-Guyon	Mareillois
78367	Mareil-Marly	Mareillois
78368	Mareil-sur-Mauldre	Mareillois
78372	Marly-le-Roi	Marlychois
78380	Maule	Maulois
78381	Maulette	Maulettois
78382	Maurecourt	Maurecourtois
78383	Maurepas	Maurepasiens
78384	Médan	Médanais
78385	Ménerville	Ménervillois
78389	Méré	Méréens
78391	Méricourt	Méricourtois
78396	Le Mesnil-le-Roi	Mesnilois
78397	Le Mesnil-Saint-Denis	Mesnilois
78398	Les Mesnuls	Mesnulois
78402	Mézières-sur-Seine	Mézièrois
78403	Mézy-sur-Seine	Méziacois
78404	Millemont	Millemontais
78406	Milon-la-Chapelle	Milanais
78407	Mittainville	Mittainvillois
78410	Moisson	Moissonnais
78413	Mondreville	Mondrevillois
78415	Montainville	Montainvillois
78416	Montalet-le-Bois	Montalboisiens
78417	Montchauvet	Montécalvétiens
78418	Montesson	Montessonnais
78420	Montfort-l'Amaury	Montfortois
78423	Montigny-le-Bretonneux	Ignymontains
78431	Morainvilliers	Morainvillois
78437	Mousseaux-sur-Seine	Moussois
78439	Mulcent	Mulcentois
78440	Les Mureaux	Muriautins
78443	Neauphle-le-Vieux	Neauphléens
78444	Neauphlette	Neauphlettois
78451	Nézel	Nézellois
78455	Noisy-le-Roi	Noiséens
78460	Oinville-sur-Montcient	Oinvillois
78464	Orcemont	Orcemontois
78465	Orgerus	Orgerussiens
78466	Orgeval	Orgevalais
78470	Orphin	Orphinois
78472	Orsonville	Orsonvillois
78474	Orvilliers	Orvillierois
78475	Osmoy	Osmoyens
78481	Le Pecq	Alpicois
78484	Perdreauville	Perdreauvillois
78486	Le Perray-en-Yvelines	Perrotins
78490	Plaisir	Plaisirois
78497	Poigny-la-Forêt	Pugnéens
78498	Poissy	Pisciacais
78501	Porcheville	Porchevillois
78502	Le Port-Marly	Marlyportains
78505	Prunay-le-Temple	Prunaysiens
78506	Prunay-en-Yvelines	Prunaysiens
78513	La Queue-les-Yvelines	LaQueutois
78516	Raizeux	Raizeuliens
78517	Rambouillet	Rambolitains
78518	Rennemoulin	Rennemoulinois
78520	Richebourg	Richebourgeois
78522	Rochefort-en-Yvelines	Rochefortais
78528	Rolleboise	Rolleboisiens
78530	Rosay	Roséens
78531	Rosny-sur-Seine	Rosnéens
78536	Sailly	Saulois
78537	Saint-Arnoult-en-Yvelines	Arnolphiens
78548	Saint-Forget	Féréoliens
78550	Saint-Germain-de-la-Grange	Saint-Germanois
78551	Saint-Germain-en-Laye	Saint-Germanois
78557	Saint-Hilarion	Saint-Hilarionais
78558	Saint-Illiers-la-Ville	Islériens
78559	Saint-Illiers-le-Bois	Ilslériens
78562	Saint-Léger-en-Yvelines	Léodégariens
78564	Saint-Martin-de-Bréthencourt	Saint-Martinois
78565	Saint-Martin-des-Champs	Saint-Martinois
78567	Saint-Martin-la-Garenne	Saint-Martinois
78569	Sainte-Mesme	Saint-Mesmins
78571	Saint-Nom-la-Bretèche	Saint-Nommais-Bretechois
78575	Saint-Rémy-lès-Chevreuse	Saint-Rémois
78576	Saint-Rémy-l'Honoré	Saint-Rémois
78586	Sartrouville	Sartrouvillois
78588	Saulx-Marchais	Marcasalucéens
78590	Senlisse	Senlissois
78591	Septeuil	Septeuillais
78597	Soindres	Soindrais
78601	Sonchamp	Sonchampois
78605	Tacoignières	Tacoignièrois
78609	Tessancourt-sur-Aubette	Taxicurtiens
78615	Thiverval-Grignon	Thivervalais
78616	Thoiry	Thoirysiens
78618	Tilly	Tillois
78620	Toussus-le-Noble	Nobeltussois
78621	Trappes	Trappistes
78623	Le Tremblay-sur-Mauldre	Tremblaysiens
78624	Triel-sur-Seine	Triellois
78638	Vaux-sur-Seine	Vauxois
78640	Vélizy-Villacoublay	Véliziens
78642	Verneuil-sur-Seine	Vernoliens
78643	Vernouillet	Vernolitains
78644	La Verrière	Verrierois
78646	Versailles	Versaillais
78647	Vert	Vertais
78650	Le Vésinet	Vésigondins
78653	Vicq	Vicquois
78672	Villennes-sur-Seine	Villennois
78674	Villepreux	Villepreusiens
78677	Villette	Villettois
78681	Villiers-le-Mahieu	Mahieutins
78686	Viroflay	Viroflaysiens
78688	Voisins-le-Bretonneux	Vicinois
79001	L'Absie	Absiens
79002	Adilly	Adillysiens
79003	Aiffres	Aiffricains
79005	Airvault	Airvaudais
79009	Amuré	Amuréens
79010	Arçais	Airçaisiens
79012	Ardin	Ardinois
79020	Augé	Augéens
79023	Avon	Avonnais
79024	Azay-le-Brûlé	Azéens
79025	Azay-sur-Thouet	Azéens
79029	Beaulieu-sous-Parthenay	Béllilocéens
79031	Beauvoir-sur-Niort	Belvoisiens
79034	Bessines	Bessinois
79038	Boismé	Boisméens
79040	La Boissière-en-Gâtine	Buxériens
79042	Bougon	Bougonais
79046	Le Bourdet	Bourdetins
79048	La Crèche	Créchois
79049	Bressuire	Bressuirais
79050	Bretignolles	Bretignollais
79056	Brion-près-Thouet	Brionnais
79057	Brioux-sur-Boutonne	Briouxais
79058	Brûlain	Brûlinois
79061	Celles-sur-Belle	Cellois
79062	Cerizay	Cerizéens
79069	Chanteloup	Chanteloupais
79070	La Chapelle-Bâton	Chapellois
79071	La Chapelle-Bertrand	Bertrandais
79076	La Chapelle-Saint-Laurent	Chapelais
79079	Mauléon	Mauléonais
79080	Châtillon-sur-Thouet	Chatillonnais
79081	Chauray	Chauraisiens
79083	Chef-Boutonne	Chef-Boutonnais
79084	Chenay	Chenaisiens
79086	Cherveux	Cherveusiens
79087	Chey	Casaniens
79088	Chiché	Chichéens
79090	Chizé	Chizéens
79091	Cirières	Ciriérois
79092	Clavé	Clavéens
79094	Clessé	Clesséens
79095	Clussais-la-Pommeraie	Clusséens
79096	Combrand	Combranais
79100	Coulon	Coulonnais
79101	Coulonges-sur-l'Autize	Coulongeois
79102	Coulonges-Thouarsais	Coulongeois
79103	Courlay	Courlitais
79104	Cours	Coursois
79106	Couture-d'Argenson	Couturois
79108	Doux	Dolais
79111	Ensigné	Ensignéens
79114	Exireuil	Exirois
79115	Exoudun	Exoudunois
79121	Fomperron	Fomperronnais
79123	La Forêt-sur-Sèvre	Forésiens
79125	Fors	Forsitains
79126	Les Fosses	Fosséens
79127	La Foye-Monjault	Fayais
79128	François	Franciens
79129	Fressines	Fressinois
79130	Frontenay-Rohan-Rohan	Frontenaysiens
79131	Geay	Geayais
79132	Genneton	Gennetonnais
79133	Germond-Rouvre	Germo-Roburiens
79134	Glénay	Glénéens
79135	Gourgé	Gourgéens
79137	Granzay-Gript	Granzéens-Griptois
79139	Les Groseillers	Grusellois
79144	Juscorps	Juscorpsiens
79145	Lageon	Lageonais
79147	Largeasse	Largeassiens
79148	Lezay	Lezéens
79150	Limalonges	Limalongeois
79154	Loubillé	Loubilléens
79157	Louzy	Louzéens
79159	Luché-Thouarsais	Luchéens
79161	Luzay	Luzéens
79162	Magné	Magnésiens
79163	Mairé-Levescault	Mairéens
79164	Maisonnay	Maisonnaysiens
79165	Maisontiers	Itériens
79166	Marigny	Martignaçais
79167	Marnes	Marnois
79170	Mauzé-sur-le-Mignon	Mauzéens
79172	Mazières-en-Gâtine	Maziérois
79174	Melle	Mellois
79175	Melleran	Melleranais
79176	Ménigoute	Ménigoutais
79180	Montalembert	Montalembertiens
79183	Montravers	Montraversais
79184	La Mothe-Saint-Héray	Mothais
79189	Nanteuil	Nanteuillais
79190	Neuvy-Bouin	Neuvysois
79191	Niort	Niortais
79195	Nueil-les-Aubiers	Nueillaubrais
79197	Oroux	Oroussiens
79201	Pamproux	Pamprousiens
79202	Parthenay	Parthenaisiens
79203	Pas-de-Jeu	Jovinais
79204	Périgné	Pérignois
79207	La Petite-Boissière	Pivardais
79210	Le Pin	Pintais
79213	Pompaire	Pompairiens
79215	Pougne-Hérisson	Pugnaciens
79216	Prahecq	Prahecquois
79220	Prin-Deyrançon	Prinois
79223	Puihardy	Pudiens
79225	Reffannes	Reffannais
79226	Le Retail	Retaillons
79229	La Rochénard	Rochénardais
79230	Rom	Romains
79231	Romans	Romanais
79235	Saint-Amand-sur-Sèvre	Saint-Amantais
79236	Saint-André-sur-Sèvre	Saint-Andrésiens
79238	Saint-Aubin-du-Plain	Saint-Aubinois
79239	Saint-Aubin-le-Cloud	Saint-Aubinois
79241	Saint-Christophe-sur-Roc	Christophoriens
79243	Saint-Coutant	Saint-Coutantais
79244	Saint-Cyr-la-Lande	Saint-Cyriens
79246	Sainte-Eanne	Emmeranais
79249	Saint-Gelais	Gelasiens
79253	Saint-Georges-de-Noisné	Nénéens
79254	Saint-Georges-de-Rex	Rexois
79256	Saint-Germier	Saint-Germariens
79257	Saint-Hilaire-la-Palud	Paludéens
79258	Saint-Jacques-de-Thouars	Saint-Jacquais
79259	Saint-Jean-de-Thouars	Saint-Jeantais
79263	Saint-Laurs	Saint-Laurins
79265	Saint-Léger-de-Montbrun	Montbrunois
79267	Saint-Lin	Saint-Linois
79268	Saint-Loup-Lamairé	Lupéens
79271	Saint-Marc-la-Lande	Marco-Landais
79273	Saint-Martin-de-Bernegoue	Bernegouéens
79274	Saint-Martin-de-Mâcon	Maconnais
79276	Saint-Martin-de-Saint-Maixent	Saint-Martinois
79281	Saint-Maxire	Saint-Maxirais
79283	Sainte-Néomaye	Néomadiens
79284	Sainte-Ouenne	Sainte-Ouennais
79290	Saint-Pompain	Pompinois
79293	Saint-Rémy	Remytois
79294	Saint-Romans-des-Champs	Romaniens
79297	Sainte-Soline	Solinois
79298	Saint-Symphorien	Symphoriennais
79299	Saint-Varent	Saint-Varentais
79300	Sainte-Verge	Sainte-Vergeois
79301	Saint-Vincent-la-Châtre	Saint-Vincentais
79302	Saivres	Saputiens
79303	Salles	Salladins
79304	Sansais	Sansaiens
79306	Saurais	Sauraisiens
79307	Sauzé-Vaussais	Sauzéens
79308	Sciecq	Sciecquois
79309	Scillé	Scilléens
79311	Secondigny	Secondignois
79313	Sepvret	Separantains
79316	Soudan	Soudanais
79319	Souvigné	Soussinois
79326	Thénezay	Thénezéens
79329	Thouars	Thouarsais
79332	Trayes	Trayens
79335	Vallans	Vallansséens
79336	Vançais	Vancéens
79337	Le Vanneau-Irleau	Vanneliens
79338	Vanzay	Vanzéens
79339	Vasles	Vasléens
79341	Vautebis	Vautebitiens
79342	Vernoux-en-Gâtine	Vernouziens
79343	Vernoux-sur-Boutonne	Vernouxais
79345	Verruyes	Verruyquois
79347	Viennay	Viennaisiens
79348	Villefollet	Villefolletais
79351	Villiers-en-Plaine	Virollais
79352	Villiers-sur-Chizé	Villiersais
79354	Vouhé	Vouillois
79355	Vouillé	Vouilletais
79357	Xaintray	Cintériens
80001	Abbeville	Abbevillois
80002	Ablaincourt-Pressoir	Ablaincourtois
80004	Acheux-en-Vimeu	Achéens
80005	Agenville	Agenvillois
80006	Agenvillers	Agenvillerois
80009	Ailly-le-Haut-Clocher	Aillacois
80010	Ailly-sur-Noye	Aillysiens
80011	Ailly-sur-Somme	Aillygeois
80013	Airaines	Airainois
80014	Aizecourt-le-Bas	Aizecourtois
80015	Aizecourt-le-Haut	Aizecourtois
80016	Albert	Albertins
80017	Allaines	Allainois
80019	Allery	Allérois
80021	Amiens	Amiénois
80022	Andainville	Andainvillois
80023	Andechy	Andechois
80024	Argœuves	Argoeuvois
80025	Argoules	Argoulois
80026	Arguel	Arguelois
80027	Armancourt	Armancourtois
80029	Arrest	Arrestois
80030	Arry	Arryens
80031	Arvillers	Arvillois
80032	Assainvillers	Assainvilleriens
80033	Assevillers	Assevillois
80034	Athies	Althéiens
80035	Aubercourt	Aubercourtois
80036	Aubigny	Albignaciens
80037	Aubvillers	Aubvillerois
80038	Auchonvillers	Auchonvillois
80039	Ault	Aultois
80040	Aumâtre	Aumatrois
80041	Aumont	Aumontois
80042	Autheux	Autheusiens
80043	Authie	Althéens
80044	Authieule	Authieulois
80045	Authuille	Authuillois
80046	Avelesges	Avelesgeois
80047	Aveluy	Abelloluciens
80049	Ayencourt	Monchellois
80050	Bacouel-sur-Selle	Bacouellois
80051	Bailleul	Baillotins
80053	Balâtre	Balatrais
80055	Barly	Barlysiens
80058	Bayonvillers	Bayonvillois
80059	Bazentin	Bazentinois
80060	Béalcourt	Béalcourtois
80061	Beaucamps-le-Jeune	Beaucampois
80066	Beaucourt-sur-l'Hallue	Beaucourtois
80068	Beaumetz	Beaumessins
80070	Beauquesne	Beauquesnois
80071	Beauval	Beauvalois
80078	Bellancourt	Bellancourtois
80079	Belleuse	Belleusiens
80081	Belloy-Saint-Léonard	Belloysiens
80082	Belloy-sur-Somme	Bellovaques
80083	Bergicourt	Bergicourtois
80084	Bermesnil	Bermesnilois
80085	Bernâtre	Bernâtrois
80086	Bernaville	Bernavillois
80087	Bernay-en-Ponthieu	Bernayens
80088	Bernes	Bernois
80089	Berneuil	Berneuillois
80092	Bertangles	Bertanglois
80093	Berteaucourt-les-Dames	Berteaucourtois
80094	Berteaucourt-lès-Thennes	Berteaucourtois
80095	Bertrancourt	Bertrancourtois
80096	Béthencourt-sur-Mer	Béthencourtois
80097	Béthencourt-sur-Somme	Béthencourtois
80100	Bettencourt-Saint-Ouen	Bettencourtois
80101	Beuvraignes	Beuvraignois
80102	Biaches	Biachois
80104	Biencourt	Biencourtois
80105	Billancourt	Billancourtois
80107	Blangy-Tronville	Blangeois
80108	Boisbergues	Boisbergeois
80110	Boismont	Boismontais
80113	Bonneville	Bonnevillois
80115	Bouchavesnes-Bergen	Bouchavesnois
80117	Bouchon	Bouchonnais
80118	Boufflers	Boufflerois
80119	Bougainville	Bougainvillais
80120	Bouillancourt-en-Séry	Bouillancourtois
80122	Bouquemaison	Bouquemaisonnais
80124	Bourseville	Boursevillois
80125	Boussicourt	Boussicourtois
80126	Bouttencourt	Bouttencourtois
80129	Bouzincourt	Bouzincourtois
80130	Bovelles	Bovellois
80131	Boves	Bovois
80134	Brassy	Brassiens
80137	Breilly	Breillois
80138	Bresle	Breslois
80140	Brévillers	Brévillois
80147	Buigny-l'Abbé	Buignotins
80148	Buigny-lès-Gamaches	Bistiers
80149	Buigny-Saint-Maclou	Buignacois
80151	Buire-sur-l'Ancre	Buirois
80152	Bus-la-Mésière	Busiens
80153	Bus-lès-Artois	Buséens
80155	Bussus-Bussuel	Bussuellois
80156	Bussy-lès-Daours	Bussydaoursiens
80157	Bussy-lès-Poix	Bussiens
80158	Buverchy	Buverchois
80160	Cagny	Cagnisiens
80162	Caix	Caixois
80163	Cambron	Cambronnais
80164	Camon	Camonois
80166	Canaples	Canapolitains
80167	Canchy	Canchéens
80168	Candas	Candassiens
80169	Cannessières	Cannessierois
80170	Cantigny	Cantignois
80172	Cappy	Cappitois
80174	Le Cardonnois	Cardonnoisiens
80176	Carrépuis	Carrépuisiens
80179	Caulières	Caulièrois
80180	Cavillon	Cavillonnais
80182	Cayeux-sur-Mer	Cayollais
80183	Cerisy-Buleux	Cerysiens
80184	Cerisy	Cerysiens
80185	Champien	Champiennois
80186	Chaulnes	Chaulnois
80187	La Chaussée-Tirancourt	Calcéens
80193	Chirmont	Chirmontois
80196	Citerne	Citernois
80200	Cocquerel	Cocquerellois
80205	Condé-Folie	Condéens
80206	Contalmaison	Contalmaisonais
80208	Conteville	Contevillois
80211	Conty	Contynois
80213	Cottenchy	Cottenchynois
80215	Coulonvillers	Coulonvillerois
80216	Courcelette	Courcelettois
80217	Courcelles-au-Bois	Courcellois
80220	Courtemanche	Courtemanchois
80221	Cramont	Cramontois
80224	Cressy-Omencourt	Omencourtois
80228	Le Crotoy	Crotellois
80229	Crouy-Saint-Pierre	Crouyens
80230	Curchy	Curchéiens
80231	Curlu	Curvelogiens
80234	Daours	Daoursiens
80235	Dargnies	Dargniens
80237	Démuin	Démuinois
80238	Dernancourt	Dernancourtois
80239	Devise	Devisois
80241	Domart-en-Ponthieu	Domartois
80242	Domart-sur-la-Luce	Domédardiens
80244	Dominois	Dominoisiens
80245	Domléger-Longvillers	Domlégeois
80246	Dommartin	Dommartinois
80249	Domqueur	Domqueurois
80250	Domvast	Domvastiens
80251	Doudelainville	Doudelainvillois
80253	Doullens	Doullennais
80256	Dreuil-lès-Amiens	Dreuillois
80260	Drucat	Drucatois
80262	Eaucourt-sur-Somme	Eaucourtois
80265	Embreville	Embrevillois
80274	Eppeville	Eppevillois
80278	Erches	Erchois
80279	Ercheu	Erchois
80281	Ergnies	Ergniésiens
80283	Esclainvillers	Esclainvillois
80291	Estrées-sur-Noye	Estrésiens
80299	La Faloise	Faloisiens
80300	Falvy	Falviens
80306	Fescamps	Fescampois
80308	Feuquières-en-Vimeu	Feuquiérois
80310	Fienvillers	Fienvillois
80311	Fignières	Fignièrois
80312	Fins	Finois
80313	Flaucourt	Flaucourtois
80315	Flers-sur-Noye	Florigeois
80316	Flesselles	Flessellois
80318	Flixecourt	Flixecourtois
80319	Fluy	Fluyens
80321	Folleville	Follevillois
80322	Fonches-Fonchette	Fonchois
80328	Fontaine-sur-Somme	Fontenois
80330	Forceville-en-Vimeu	Forcevillois
80331	Forest-l'Abbaye	Sylvains
80333	Fort-Mahon-Plage	Fort-Mahonnais
80336	Foucaucourt-Hors-Nesle	Foucaucourtois
80337	Fouencamps	Fouencampois
80339	Fouquescourt	Fouquescourtois
80341	Fourdrinoy	Fourdrains
80343	Framicourt	Framicourtois
80350	Franvillers	Franvillois
80351	Fréchencourt	Fréchencourtois
80352	Frémontiers	Frémontois
80355	Fresneville	Fresnevillois
80358	Fresnoy-en-Chaussée	Fraxiniens
80360	Fressenneville	Fressennevillois
80362	Frettemeule	Frettemeulois
80364	Friaucourt	Friaucourtois
80366	Fricourt	Fricourtois
80368	Friville-Escarbotin	Frivillois
80372	Frucourt	Frucourtois
80373	Gamaches	Gamachois
80374	Gapennes	Gapennois
80377	Gézaincourt	Gézaincourtois
80379	Glisy	Gliséins
80385	Grand-Laviers	Lavierois
80386	Gratibus	Gratibusiens
80387	Grattepanche	Grattepanchois
80390	Grivesnes	Grivesnois
80392	Grouches-Luchuel	Grouchois
80393	Gruny	Gruniens
80399	Guignemicourt	Guignemicourtois
80400	Guillaucourt	Guillaucourtois
80401	Guillemont	Guillemontois
80403	Guyencourt-sur-Noye	Guyencourtois
80405	Hailles	Haillois
80406	Hallencourt	Hallencourtois
80407	Hallivillers	Hallivillerois
80410	Ham	Hamois
80411	Le Hamel	Hamelois
80413	Hancourt	Hancourtois
80415	Hangest-en-Santerre	Hangestois
80418	Hardecourt-aux-Bois	Hardecourtois
80420	Harponville	Harponvillois
80422	Hautvillers-Ouville	Hautvillois
80424	Hébécourt	Hébécourtois
80425	Hédauville	Hédauvillois
80426	Heilly	Hautefeuillois
80430	Herbécourt	Herbécourtois
80431	Hérissart	Hérissartois
80436	Hescamps	Hescampois
80440	Hiermont	Hiermontois
80443	Hornoy-le-Bourg	Hornoyens
80444	Huchenneville	Huchennevillois
80446	Huppy	Huppinois
80451	Irles	Irlois
80452	Jumel	Jumelois
80453	Laboissière-en-Santerre	Bossériens
80460	Lamaronde	Marondins
80462	Lamotte-Buleux	Lamottois
80464	Lanchères	Lanchérois
80472	Lesbœufs	Lesboeusiens
80473	Liancourt-Fosse	Liancourtois
80474	Licourt	Licourtois
80476	Liercourt	Liercourtois
80478	Lignières	Lignièrois
80484	Liomer	Liomerois
80486	Long	Longiniens
80487	Longavesnes	Longavesnois
80488	Longpré-les-Corps-Saints	Longiprates
80489	Longueau	Longacoissiens
80491	Longuevillette	Longuevilletois
80493	Louvencourt	Louvencourtois
80496	Machiel	Machielois
80497	Machy	Machéens
80498	Mailly-Maillet	Maillotins
80507	Marcelcave	Marcelcavois
80512	Mareuil-Caubert	Mareuillois
80517	Marquivillers	Marguilliers
80518	Martainneville	Martainnevillois
80521	Maurepas	Maurepayens
80523	Méaulte	Méaultois
80526	Le Meillard	Meillardais
80527	Méneslies	Menesliens
80535	Le Mesge	Mesgeois
80538	Mesnil-en-Arrouaise	Mesnilois
80541	Mesnil-Saint-Georges	Mesnilois
80544	Mézerolles	Mézerollois
80549	Miraumont	Miraumontois
80550	Mirvaux	Mirvalois
80556	Mons-Boubert	Mons-Boubertois
80559	Montagne-Fayel	Montagnards
80560	Montauban-de-Picardie	Montalbanais
80562	Montigny-sur-l'Hallue	Montignyens
80563	Montigny-les-Jongleurs	Montignois
80577	Moyencourt-lès-Poix	Moyencourtois
80582	Namps-Maisnil	Nampsois
80584	Naours	Noriens
80585	Nesle	Neslois
80588	Neufmoulin	Neufmoulinois
80590	Neuilly-l'Hôpital	Neuillois
80597	Nibas	Nibasiens
80598	Nouvion	Nouvionnais
80599	Noyelles-en-Chaussée	Noyellois
80601	Nurlu	Nurlusiens
80603	Ochancourt	Ochancourtois
80606	Oisemont	Oisemontais
80609	Oneux	Oneuxois
80616	Pargny	Pargnisiens
80620	Péronne	Péronnais
80622	Picquigny	Picquinois
80623	Piennes-Onvillers	Piennois
80627	Plachy-Buyon	Plachyssois
80630	Poix-de-Picardie	Poyais
80632	Pont-de-Metz	Messipontins
80633	Ponthoile	Pontilois
80637	Port-le-Grand	Magniportains
80638	Potte	Pottois
80639	Poulainville	Poulainvillois
80640	Pozières	Poziérois
80644	Proyart	Proyartais
80645	Puchevillers	Puchévillois
80646	Punchy	Punchinois
80648	Pys	Pyssois
80649	Quend	Quennois
80650	Querrieu	Querrorivains
80651	Le Quesne	Quesnois
80652	Le Quesnel	Quesnellais
80654	Quesnoy-le-Montant	Quercitains
80655	Quesnoy-sur-Airaines	Quercitains
80656	Quevauvillers	Quevauvillois
80661	Rainneville	Rainnevillois
80663	Rambures	Ramburois
80664	Rancourt	Rancourtois
80666	Remaisnil	Remaisnilois
80667	Remaugies	Remaugeois
80668	Remiencourt	Remiencourtois
80670	Revelles	Revellois
80671	Ribeaucourt	Ribeaucourtois
80672	Ribemont-sur-Ancre	Ribemontois
80674	Rivery	Riverains
80675	Rogy	Rogiens
80676	Roiglise	Roiglisiens
80677	Roisel	Roiseliens
80678	Rollot	Rollotois
80679	Ronssoy	Ronssoyens
80680	Rosières-en-Santerre	Rosiérois
80681	Rouvrel	Rouvrellois
80684	Rouy-le-Petit	Rouyssiens
80685	Roye	Royens
80687	Rubescourt	Rubescourtois
80688	Rue	Ruens
80690	Rumigny	Ruminois
80692	Sailly-Flibeaucourt	Saillyssois
80696	Sains-en-Amiénois	Samois
80697	Saint-Acheul	Saint-Acheulois
80706	Saint-Léger-lès-Domart	Léolégariens
80708	Saint-Mard	Saint-Mardois
80710	Saint-Maxent	Maxentais
80711	Saint-Ouen	Saint-Ouennais
80716	Saint-Riquier	Centulois
80717	Saint-Sauflieu	Sessoliens
80718	Saint-Sauveur	Saint-Salvatoriens
80721	Saint-Valery-sur-Somme	Valéricains
80724	Saleux	Saleusiens
80725	Salouël	Salouasiens
80726	Sancourt	Sancourtois
80730	Saveuse	Saveusiens
80732	Senarpont	Senarpontais
80733	Senlis-le-Sec	Senlisiens
80735	Seux	Seuxois
80736	Sorel-en-Vimeu	Sorelots
80738	Soues	Souessois
80741	Soyécourt	Soyécourtois
80746	Talmas	Templemartiens
80749	Terramesnil	Terrameslinois
80750	Tertry	Testriciens
80752	Thézy-Glimont	Thézy-Glimontois
80757	Thoix	Théoduliens
80758	Thory	Thorysiens
80762	Tincourt-Boucly	Tincourtois
80763	Le Titre	Titrois
80770	Tully	Tullysiens
80775	Valines	Valinois
80779	Vauchelles-les-Quesnoy	Vauchellois
80782	Vaux-en-Amiénois	Valois
80784	Vaux-sur-Somme	Vauxois
80785	Vecquemont	Vecquemontois
80786	Velennes	Vélennois
80792	La Vicogne	Vicogniens
80793	Vignacourt	Vignacouriers
80794	Villecourt	Villecourtois
80798	Villers-Bocage	Villers-Bocagiens
80805	Villers-Tournelle	Villersois
80807	Ville-sur-Ancre	Villains
80808	Vironchaux	Vironchellois
80812	Vraignes-en-Vermandois	Vraignois
80814	Vrély	Vrélysiens
80815	Vron	Vronais
80820	Warloy-Baillon	Warloisiens
80822	Warsy	Warsysiens
80827	Woincourt	Woincourtois
80828	Woirel	Woirelois
80829	Y	Ypsiloniens
80836	Yonval	Yonvalois
81002	Aiguefonde	Aiguefondais
81005	Albine	Albinols
81007	Alos	Alosois
81008	Almayrac	Almayracois
81009	Amarens	Amarensois
81010	Ambialet	Ambialetois
81011	Ambres	Ambrais
81012	Andillac	Andillacois
81013	Andouque	Andouguois
81014	Anglès	Anglésiens
81017	Arifat	Arifatois
81018	Arthès	Arthèsiens
81019	Assac	Assacois
81020	Aussac	Aussacois
81024	Beauvais-sur-Tescou	Beauvaisois
81027	Belleserre	Belleserriens
81028	Berlats	Berlajois
81029	Bernac	Bernacois
81030	Bertre	Bertrois
81031	Le Bez	Bessois
81032	Blan	Blannais
81033	Blaye-les-Mines	Blayais
81034	Boissezon	Boissezonnais
81035	Bournazel	Bournazelois
81036	Bout-du-Pont-de-Larn	Bout-du-Pont-de-l'Arnais
81037	Brassac	Brassagais
81038	Brens	Brensols
81039	Briatexte	Briatextois
81040	Brousse	Broussiens
81041	Broze	Brozois
81042	Burlats	Burlacois
81043	Busque	Busquois
81044	Cabanès	Cabanessois
81047	Cadix	Cadixois
81048	Cagnac-les-Mines	Cagnacois
81049	Cahuzac	Cahuzacois
81051	Cahuzac-sur-Vère	Cahuzacois
81055	Les Cammazes	Cammazols
81056	Campagnac	Campagnacois
81058	Carbes	Carbais
81059	Carlus	Carlusiens
81060	Carmaux	Carmausins
81061	Castanet	Castanétois
81063	Castelnau-de-Lévis	Castellévisiens
81064	Castelnau-de-Montmiral	Montmiralais
81065	Castres	Castrais
81066	Caucalières	Caucaliérois
81068	Combefa	Combefasiens
81071	Courris	Cariols
81072	Crespin	Crespinois
81073	Crespinet	Crespinetois
81079	Dénat	Dénatois
81080	Donnazac	Donnazacois
81081	Dourgne	Dourgnols
81082	Le Dourn	Dournais
81087	Fayssac	Fayssacois
81090	Fénols	Fénolais
