"","topic","term","beta"
"30355",7,"sanctuariser",1.51267622678042e-05
"30356",8,"sanctuariser",1.34956409079867e-05
"30357",9,"sanctuariser",1.52746379910796e-05
"30358",1,"précisément",1.61061718850664e-05
"30359",2,"précisément",1.25050020008003e-05
"30360",3,"précisément",1.38278160347355e-05
"30361",4,"précisément",1.53638151425762e-05
"30362",5,"précisément",1.48218414655837e-05
"30363",6,"précisément",0.000152464378776958
"30364",7,"précisément",1.51267622678042e-05
"30365",8,"précisément",1.34956409079867e-05
"30366",9,"précisément",1.52746379910796e-05
"30367",1,"reterritorialisation",1.61061718850664e-05
"30368",2,"reterritorialisation",1.25050020008003e-05
"30369",3,"reterritorialisation",1.38278160347355e-05
"30370",4,"reterritorialisation",0.0003226401179941
"30371",5,"reterritorialisation",1.48218414655837e-05
"30372",6,"reterritorialisation",1.38603980706326e-05
"30373",7,"reterritorialisation",1.51267622678042e-05
"30374",8,"reterritorialisation",0.000148452049987854
"30375",9,"reterritorialisation",1.52746379910796e-05
"30376",1,"pleuvoir",1.61061718850664e-05
"30377",2,"pleuvoir",0.000262605042016807
"30378",3,"pleuvoir",1.38278160347355e-05
"30379",4,"pleuvoir",1.53638151425762e-05
"30380",5,"pleuvoir",1.48218414655837e-05
"30381",6,"pleuvoir",1.38603980706326e-05
"30382",7,"pleuvoir",1.51267622678042e-05
"30383",8,"pleuvoir",1.34956409079867e-05
"30384",9,"pleuvoir",1.52746379910796e-05
"30385",1,"expédier",1.61061718850664e-05
"30386",2,"expédier",1.25050020008003e-05
"30387",3,"expédier",1.38278160347355e-05
"30388",4,"expédier",1.53638151425762e-05
"30389",5,"expédier",1.48218414655837e-05
"30390",6,"expédier",1.38603980706326e-05
"30391",7,"expédier",1.51267622678042e-05
"30392",8,"expédier",0.000283408459067721
"30393",9,"expédier",1.52746379910796e-05
"30394",1,"beau",1.61061718850664e-05
"30395",2,"beau",1.25050020008003e-05
"30396",3,"beau",1.38278160347355e-05
"30397",4,"beau",1.53638151425762e-05
"30398",5,"beau",1.48218414655837e-05
"30399",6,"beau",1.38603980706326e-05
"30400",7,"beau",1.51267622678042e-05
"30401",8,"beau",0.000148452049987854
"30402",9,"beau",1.52746379910796e-05
"30403",1,"catastrophe",0.00017716789073573
"30404",2,"catastrophe",1.25050020008003e-05
"30405",3,"catastrophe",1.38278160347355e-05
"30406",4,"catastrophe",1.53638151425762e-05
"30407",5,"catastrophe",1.48218414655837e-05
"30408",6,"catastrophe",1.38603980706326e-05
"30409",7,"catastrophe",1.51267622678042e-05
"30410",8,"catastrophe",1.34956409079867e-05
"30411",9,"catastrophe",1.52746379910796e-05
"30412",1,"charançon",1.61061718850664e-05
"30413",2,"charançon",1.25050020008003e-05
"30414",3,"charançon",1.38278160347355e-05
"30415",4,"charançon",1.53638151425762e-05
"30416",5,"charançon",1.48218414655837e-05
"30417",6,"charançon",1.38603980706326e-05
"30418",7,"charançon",0.000166394384945846
"30419",8,"charançon",1.34956409079867e-05
"30420",9,"charançon",1.52746379910796e-05
"30421",1,"composteur",1.61061718850664e-05
"30422",2,"composteur",1.25050020008003e-05
"30423",3,"composteur",1.38278160347355e-05
"30424",4,"composteur",1.53638151425762e-05
"30425",5,"composteur",1.48218414655837e-05
"30426",6,"composteur",1.38603980706326e-05
"30427",7,"composteur",0.000166394384945846
"30428",8,"composteur",1.34956409079867e-05
"30429",9,"composteur",1.52746379910796e-05
"30430",1,"consécutivement",1.61061718850664e-05
"30431",2,"consécutivement",1.25050020008003e-05
"30432",3,"consécutivement",1.38278160347355e-05
"30433",4,"consécutivement",1.53638151425762e-05
"30434",5,"consécutivement",1.48218414655837e-05
"30435",6,"consécutivement",1.38603980706326e-05
"30436",7,"consécutivement",1.51267622678042e-05
"30437",8,"consécutivement",1.34956409079867e-05
"30438",9,"consécutivement",0.000320767397812672
"30439",1,"cristalliser",1.61061718850664e-05
"30440",2,"cristalliser",1.25050020008003e-05
"30441",3,"cristalliser",1.38278160347355e-05
"30442",4,"cristalliser",1.53638151425762e-05
"30443",5,"cristalliser",1.48218414655837e-05
"30444",6,"cristalliser",0.000152464378776958
"30445",7,"cristalliser",1.51267622678042e-05
"30446",8,"cristalliser",1.34956409079867e-05
"30447",9,"cristalliser",1.52746379910796e-05
"30448",1,"distribuer",1.61061718850664e-05
"30449",2,"distribuer",0.000512705082032813
"30450",3,"distribuer",1.38278160347355e-05
"30451",4,"distribuer",1.53638151425762e-05
"30452",5,"distribuer",1.48218414655837e-05
"30453",6,"distribuer",1.38603980706326e-05
"30454",7,"distribuer",1.51267622678042e-05
"30455",8,"distribuer",0.000148452049987854
"30456",9,"distribuer",1.52746379910796e-05
"30457",1,"figuier",0.00017716789073573
"30458",2,"figuier",1.25050020008003e-05
"30459",3,"figuier",1.38278160347355e-05
"30460",4,"figuier",1.53638151425762e-05
"30461",5,"figuier",1.48218414655837e-05
"30462",6,"figuier",1.38603980706326e-05
"30463",7,"figuier",1.51267622678042e-05
"30464",8,"figuier",1.34956409079867e-05
"30465",9,"figuier",1.52746379910796e-05
"30466",1,"invasif",1.61061718850664e-05
"30467",2,"invasif",1.25050020008003e-05
"30468",3,"invasif",1.38278160347355e-05
"30469",4,"invasif",1.53638151425762e-05
"30470",5,"invasif",1.48218414655837e-05
"30471",6,"invasif",0.000152464378776958
"30472",7,"invasif",1.51267622678042e-05
"30473",8,"invasif",1.34956409079867e-05
"30474",9,"invasif",1.52746379910796e-05
"30475",1,"migrant",1.61061718850664e-05
"30476",2,"migrant",1.25050020008003e-05
"30477",3,"migrant",1.38278160347355e-05
"30478",4,"migrant",1.53638151425762e-05
"30479",5,"migrant",1.48218414655837e-05
"30480",6,"migrant",0.000152464378776958
"30481",7,"migrant",1.51267622678042e-05
"30482",8,"migrant",1.34956409079867e-05
"30483",9,"migrant",1.52746379910796e-05
"30484",1,"mouche",1.61061718850664e-05
"30485",2,"mouche",1.25050020008003e-05
"30486",3,"mouche",1.38278160347355e-05
"30487",4,"mouche",1.53638151425762e-05
"30488",5,"mouche",0.00016304025612142
"30489",6,"mouche",1.38603980706326e-05
"30490",7,"mouche",1.51267622678042e-05
"30491",8,"mouche",1.34956409079867e-05
"30492",9,"mouche",1.52746379910796e-05
"30493",1,"multifactoriel",1.61061718850664e-05
"30494",2,"multifactoriel",1.25050020008003e-05
"30495",3,"multifactoriel",1.38278160347355e-05
"30496",4,"multifactoriel",1.53638151425762e-05
"30497",5,"multifactoriel",1.48218414655837e-05
"30498",6,"multifactoriel",1.38603980706326e-05
"30499",7,"multifactoriel",1.51267622678042e-05
"30500",8,"multifactoriel",0.000148452049987854
"30501",9,"multifactoriel",1.52746379910796e-05
"30502",1,"noir",1.61061718850664e-05
"30503",2,"noir",0.000262605042016807
"30504",3,"noir",1.38278160347355e-05
"30505",4,"noir",1.53638151425762e-05
"30506",5,"noir",1.48218414655837e-05
"30507",6,"noir",1.38603980706326e-05
"30508",7,"noir",1.51267622678042e-05
"30509",8,"noir",1.34956409079867e-05
"30510",9,"noir",1.52746379910796e-05
"30511",1,"obliger",1.61061718850664e-05
"30512",2,"obliger",1.25050020008003e-05
"30513",3,"obliger",1.38278160347355e-05
"30514",4,"obliger",1.53638151425762e-05
"30515",5,"obliger",0.00016304025612142
"30516",6,"obliger",1.38603980706326e-05
"30517",7,"obliger",1.51267622678042e-05
"30518",8,"obliger",1.34956409079867e-05
"30519",9,"obliger",1.52746379910796e-05
"30520",1,"raréfier",1.61061718850664e-05
"30521",2,"raréfier",1.25050020008003e-05
"30522",3,"raréfier",0.00015210597638209
"30523",4,"raréfier",1.53638151425762e-05
"30524",5,"raréfier",1.48218414655837e-05
"30525",6,"raréfier",1.38603980706326e-05
"30526",7,"raréfier",1.51267622678042e-05
"30527",8,"raréfier",1.34956409079867e-05
"30528",9,"raréfier",1.52746379910796e-05
"30529",1,"ravageur",1.61061718850664e-05
"30530",2,"ravageur",1.25050020008003e-05
"30531",3,"ravageur",1.38278160347355e-05
"30532",4,"ravageur",1.53638151425762e-05
"30533",5,"ravageur",1.48218414655837e-05
"30534",6,"ravageur",1.38603980706326e-05
"30535",7,"ravageur",1.51267622678042e-05
"30536",8,"ravageur",1.34956409079867e-05
"30537",9,"ravageur",0.000168021017901876
"30538",1,"victime",1.61061718850664e-05
"30539",2,"victime",1.25050020008003e-05
"30540",3,"victime",1.38278160347355e-05
"30541",4,"victime",1.53638151425762e-05
"30542",5,"victime",0.000311258670777258
"30543",6,"victime",1.38603980706326e-05
"30544",7,"victime",1.51267622678042e-05
"30545",8,"victime",1.34956409079867e-05
"30546",9,"victime",1.52746379910796e-05
"30547",1,"coordonné",0.00017716789073573
"30548",2,"coordonné",1.25050020008003e-05
"30549",3,"coordonné",1.38278160347355e-05
"30550",4,"coordonné",1.53638151425762e-05
"30551",5,"coordonné",1.48218414655837e-05
"30552",6,"coordonné",1.38603980706326e-05
"30553",7,"coordonné",1.51267622678042e-05
"30554",8,"coordonné",1.34956409079867e-05
"30555",9,"coordonné",1.52746379910796e-05
"30556",1,"formalisation",1.61061718850664e-05
"30557",2,"formalisation",0.000262605042016807
"30558",3,"formalisation",1.38278160347355e-05
"30559",4,"formalisation",1.53638151425762e-05
"30560",5,"formalisation",0.00016304025612142
"30561",6,"formalisation",1.38603980706326e-05
"30562",7,"formalisation",1.51267622678042e-05
"30563",8,"formalisation",1.34956409079867e-05
"30564",9,"formalisation",1.52746379910796e-05
"30565",1,"absent",0.00017716789073573
"30566",2,"absent",1.25050020008003e-05
"30567",3,"absent",1.38278160347355e-05
"30568",4,"absent",1.53638151425762e-05
"30569",5,"absent",1.48218414655837e-05
"30570",6,"absent",1.38603980706326e-05
"30571",7,"absent",1.51267622678042e-05
"30572",8,"absent",1.34956409079867e-05
"30573",9,"absent",1.52746379910796e-05
"30574",1,"assistance",1.61061718850664e-05
"30575",2,"assistance",1.25050020008003e-05
"30576",3,"assistance",1.38278160347355e-05
"30577",4,"assistance",1.53638151425762e-05
"30578",5,"assistance",1.48218414655837e-05
"30579",6,"assistance",1.38603980706326e-05
"30580",7,"assistance",1.51267622678042e-05
"30581",8,"assistance",0.000148452049987854
"30582",9,"assistance",1.52746379910796e-05
"30583",1,"canine",1.61061718850664e-05
"30584",2,"canine",1.25050020008003e-05
"30585",3,"canine",1.38278160347355e-05
"30586",4,"canine",1.53638151425762e-05
"30587",5,"canine",1.48218414655837e-05
"30588",6,"canine",1.38603980706326e-05
"30589",7,"canine",0.000166394384945846
"30590",8,"canine",1.34956409079867e-05
"30591",9,"canine",1.52746379910796e-05
"30592",1,"constructibilité",1.61061718850664e-05
"30593",2,"constructibilité",1.25050020008003e-05
"30594",3,"constructibilité",1.38278160347355e-05
"30595",4,"constructibilité",1.53638151425762e-05
"30596",5,"constructibilité",1.48218414655837e-05
"30597",6,"constructibilité",1.38603980706326e-05
"30598",7,"constructibilité",1.51267622678042e-05
"30599",8,"constructibilité",0.000148452049987854
"30600",9,"constructibilité",1.52746379910796e-05
"30601",1,"deçà",1.61061718850664e-05
"30602",2,"deçà",1.25050020008003e-05
"30603",3,"deçà",1.38278160347355e-05
"30604",4,"deçà",1.53638151425762e-05
"30605",5,"deçà",1.48218414655837e-05
"30606",6,"deçà",0.000152464378776958
"30607",7,"deçà",1.51267622678042e-05
"30608",8,"deçà",1.34956409079867e-05
"30609",9,"deçà",1.52746379910796e-05
"30610",1,"décile",0.00017716789073573
"30611",2,"décile",1.25050020008003e-05
"30612",3,"décile",1.38278160347355e-05
"30613",4,"décile",1.53638151425762e-05
"30614",5,"décile",1.48218414655837e-05
"30615",6,"décile",1.38603980706326e-05
"30616",7,"décile",1.51267622678042e-05
"30617",8,"décile",1.34956409079867e-05
"30618",9,"décile",1.52746379910796e-05
"30619",1,"délicat",1.61061718850664e-05
"30620",2,"délicat",1.25050020008003e-05
"30621",3,"délicat",1.38278160347355e-05
"30622",4,"délicat",1.53638151425762e-05
"30623",5,"délicat",1.48218414655837e-05
"30624",6,"délicat",1.38603980706326e-05
"30625",7,"délicat",1.51267622678042e-05
"30626",8,"délicat",0.000148452049987854
"30627",9,"délicat",1.52746379910796e-05
"30628",1,"golfe",1.61061718850664e-05
"30629",2,"golfe",1.25050020008003e-05
"30630",3,"golfe",1.38278160347355e-05
"30631",4,"golfe",1.53638151425762e-05
"30632",5,"golfe",1.48218414655837e-05
"30633",6,"golfe",0.000291068359483285
"30634",7,"golfe",1.51267622678042e-05
"30635",8,"golfe",1.34956409079867e-05
"30636",9,"golfe",1.52746379910796e-05
"30637",1,"heure",1.61061718850664e-05
"30638",2,"heure",1.25050020008003e-05
"30639",3,"heure",0.000290384136729445
"30640",4,"heure",0.000169001966568338
"30641",5,"heure",1.48218414655837e-05
"30642",6,"heure",1.38603980706326e-05
"30643",7,"heure",1.51267622678042e-05
"30644",8,"heure",1.34956409079867e-05
"30645",9,"heure",1.52746379910796e-05
"30646",1,"hégémonie",1.61061718850664e-05
"30647",2,"hégémonie",0.000137555022008804
"30648",3,"hégémonie",1.38278160347355e-05
"30649",4,"hégémonie",1.53638151425762e-05
"30650",5,"hégémonie",1.48218414655837e-05
"30651",6,"hégémonie",1.38603980706326e-05
"30652",7,"hégémonie",1.51267622678042e-05
"30653",8,"hégémonie",1.34956409079867e-05
"30654",9,"hégémonie",1.52746379910796e-05
"30655",1,"indirectement",0.00017716789073573
"30656",2,"indirectement",1.25050020008003e-05
"30657",3,"indirectement",1.38278160347355e-05
"30658",4,"indirectement",1.53638151425762e-05
"30659",5,"indirectement",1.48218414655837e-05
"30660",6,"indirectement",1.38603980706326e-05
"30661",7,"indirectement",1.51267622678042e-05
"30662",8,"indirectement",1.34956409079867e-05
"30663",9,"indirectement",1.52746379910796e-05
"30664",1,"patron",1.61061718850664e-05
"30665",2,"patron",1.25050020008003e-05
"30666",3,"patron",1.38278160347355e-05
"30667",4,"patron",1.53638151425762e-05
"30668",5,"patron",1.48218414655837e-05
"30669",6,"patron",0.000152464378776958
"30670",7,"patron",1.51267622678042e-05
"30671",8,"patron",1.34956409079867e-05
"30672",9,"patron",1.52746379910796e-05
"30673",1,"prolongé",1.61061718850664e-05
"30674",2,"prolongé",0.000262605042016807
"30675",3,"prolongé",1.38278160347355e-05
"30676",4,"prolongé",1.53638151425762e-05
"30677",5,"prolongé",1.48218414655837e-05
"30678",6,"prolongé",1.38603980706326e-05
"30679",7,"prolongé",1.51267622678042e-05
"30680",8,"prolongé",1.34956409079867e-05
"30681",9,"prolongé",1.52746379910796e-05
"30682",1,"rosé",1.61061718850664e-05
"30683",2,"rosé",1.25050020008003e-05
"30684",3,"rosé",1.38278160347355e-05
"30685",4,"rosé",1.53638151425762e-05
"30686",5,"rosé",0.00016304025612142
"30687",6,"rosé",1.38603980706326e-05
"30688",7,"rosé",1.51267622678042e-05
"30689",8,"rosé",1.34956409079867e-05
"30690",9,"rosé",1.52746379910796e-05
"30691",1,"surcroît",1.61061718850664e-05
"30692",2,"surcroît",1.25050020008003e-05
"30693",3,"surcroît",1.38278160347355e-05
"30694",4,"surcroît",1.53638151425762e-05
"30695",5,"surcroît",1.48218414655837e-05
"30696",6,"surcroît",1.38603980706326e-05
"30697",7,"surcroît",1.51267622678042e-05
"30698",8,"surcroît",0.000148452049987854
"30699",9,"surcroît",1.52746379910796e-05
"30700",1,"télédéclaration",1.61061718850664e-05
"30701",2,"télédéclaration",1.25050020008003e-05
"30702",3,"télédéclaration",1.38278160347355e-05
"30703",4,"télédéclaration",1.53638151425762e-05
"30704",5,"télédéclaration",1.48218414655837e-05
"30705",6,"télédéclaration",0.000152464378776958
"30706",7,"télédéclaration",1.51267622678042e-05
"30707",8,"télédéclaration",1.34956409079867e-05
"30708",9,"télédéclaration",1.52746379910796e-05
"30709",1,"emballage",0.000338229609586394
"30710",2,"emballage",1.25050020008003e-05
"30711",3,"emballage",1.38278160347355e-05
"30712",4,"emballage",1.53638151425762e-05
"30713",5,"emballage",1.48218414655837e-05
"30714",6,"emballage",1.38603980706326e-05
"30715",7,"emballage",1.51267622678042e-05
"30716",8,"emballage",1.34956409079867e-05
"30717",9,"emballage",1.52746379910796e-05
"30718",1,"minimisation",1.61061718850664e-05
"30719",2,"minimisation",1.25050020008003e-05
"30720",3,"minimisation",1.38278160347355e-05
"30721",4,"minimisation",0.000169001966568338
"30722",5,"minimisation",1.48218414655837e-05
"30723",6,"minimisation",1.38603980706326e-05
"30724",7,"minimisation",1.51267622678042e-05
"30725",8,"minimisation",1.34956409079867e-05
"30726",9,"minimisation",1.52746379910796e-05
"30727",1,"remplir",1.61061718850664e-05
"30728",2,"remplir",1.25050020008003e-05
"30729",3,"remplir",1.38278160347355e-05
"30730",4,"remplir",1.53638151425762e-05
"30731",5,"remplir",0.00016304025612142
"30732",6,"remplir",1.38603980706326e-05
"30733",7,"remplir",1.51267622678042e-05
"30734",8,"remplir",1.34956409079867e-05
"30735",9,"remplir",1.52746379910796e-05
"30736",1,"réaliste",1.61061718850664e-05
"30737",2,"réaliste",1.25050020008003e-05
"30738",3,"réaliste",0.00015210597638209
"30739",4,"réaliste",1.53638151425762e-05
"30740",5,"réaliste",1.48218414655837e-05
"30741",6,"réaliste",0.000291068359483285
"30742",7,"réaliste",1.51267622678042e-05
"30743",8,"réaliste",1.34956409079867e-05
"30744",9,"réaliste",1.52746379910796e-05
"30745",1,"souci",1.61061718850664e-05
"30746",2,"souci",1.25050020008003e-05
"30747",3,"souci",1.38278160347355e-05
"30748",4,"souci",1.53638151425762e-05
"30749",5,"souci",0.00016304025612142
"30750",6,"souci",1.38603980706326e-05
"30751",7,"souci",1.51267622678042e-05
"30752",8,"souci",1.34956409079867e-05
"30753",9,"souci",1.52746379910796e-05
"30754",1,"livrer",1.61061718850664e-05
"30755",2,"livrer",0.000137555022008804
"30756",3,"livrer",1.38278160347355e-05
"30757",4,"livrer",0.0003226401179941
"30758",5,"livrer",1.48218414655837e-05
"30759",6,"livrer",1.38603980706326e-05
"30760",7,"livrer",1.51267622678042e-05
"30761",8,"livrer",1.34956409079867e-05
"30762",9,"livrer",1.52746379910796e-05
"30763",1,"prêt",1.61061718850664e-05
"30764",2,"prêt",1.25050020008003e-05
"30765",3,"prêt",1.38278160347355e-05
"30766",4,"prêt",1.53638151425762e-05
"30767",5,"prêt",1.48218414655837e-05
"30768",6,"prêt",1.38603980706326e-05
"30769",7,"prêt",1.51267622678042e-05
"30770",8,"prêt",0.00082323409538719
"30771",9,"prêt",1.52746379910796e-05
"30772",1,"alternance",0.00017716789073573
"30773",2,"alternance",1.25050020008003e-05
"30774",3,"alternance",1.38278160347355e-05
"30775",4,"alternance",1.53638151425762e-05
"30776",5,"alternance",1.48218414655837e-05
"30777",6,"alternance",1.38603980706326e-05
"30778",7,"alternance",1.51267622678042e-05
"30779",8,"alternance",1.34956409079867e-05
"30780",9,"alternance",1.52746379910796e-05
"30781",1,"bousculer",0.00017716789073573
"30782",2,"bousculer",1.25050020008003e-05
"30783",3,"bousculer",1.38278160347355e-05
"30784",4,"bousculer",1.53638151425762e-05
"30785",5,"bousculer",1.48218414655837e-05
"30786",6,"bousculer",1.38603980706326e-05
"30787",7,"bousculer",1.51267622678042e-05
"30788",8,"bousculer",1.34956409079867e-05
"30789",9,"bousculer",1.52746379910796e-05
"30790",1,"cerise",1.61061718850664e-05
"30791",2,"cerise",1.25050020008003e-05
"30792",3,"cerise",1.38278160347355e-05
"30793",4,"cerise",1.53638151425762e-05
"30794",5,"cerise",0.00016304025612142
"30795",6,"cerise",1.38603980706326e-05
"30796",7,"cerise",1.51267622678042e-05
"30797",8,"cerise",1.34956409079867e-05
"30798",9,"cerise",1.52746379910796e-05
"30799",1,"fao",0.00017716789073573
"30800",2,"fao",1.25050020008003e-05
"30801",3,"fao",1.38278160347355e-05
"30802",4,"fao",1.53638151425762e-05
"30803",5,"fao",1.48218414655837e-05
"30804",6,"fao",1.38603980706326e-05
"30805",7,"fao",1.51267622678042e-05
"30806",8,"fao",1.34956409079867e-05
"30807",9,"fao",1.52746379910796e-05
"30808",1,"intimement",1.61061718850664e-05
"30809",2,"intimement",1.25050020008003e-05
"30810",3,"intimement",1.38278160347355e-05
"30811",4,"intimement",1.53638151425762e-05
"30812",5,"intimement",1.48218414655837e-05
"30813",6,"intimement",0.000291068359483285
"30814",7,"intimement",1.51267622678042e-05
"30815",8,"intimement",1.34956409079867e-05
"30816",9,"intimement",0.000320767397812672
"30817",1,"nutritionniste",1.61061718850664e-05
"30818",2,"nutritionniste",1.25050020008003e-05
"30819",3,"nutritionniste",1.38278160347355e-05
"30820",4,"nutritionniste",0.000169001966568338
"30821",5,"nutritionniste",1.48218414655837e-05
"30822",6,"nutritionniste",1.38603980706326e-05
"30823",7,"nutritionniste",1.51267622678042e-05
"30824",8,"nutritionniste",1.34956409079867e-05
"30825",9,"nutritionniste",1.52746379910796e-05
"30826",1,"perturber",1.61061718850664e-05
"30827",2,"perturber",1.25050020008003e-05
"30828",3,"perturber",1.38278160347355e-05
"30829",4,"perturber",1.53638151425762e-05
"30830",5,"perturber",1.48218414655837e-05
"30831",6,"perturber",1.38603980706326e-05
"30832",7,"perturber",1.51267622678042e-05
"30833",8,"perturber",0.000148452049987854
"30834",9,"perturber",1.52746379910796e-05
"30835",1,"raisin",0.000338229609586394
"30836",2,"raisin",1.25050020008003e-05
"30837",3,"raisin",1.38278160347355e-05
"30838",4,"raisin",1.53638151425762e-05
"30839",5,"raisin",1.48218414655837e-05
"30840",6,"raisin",1.38603980706326e-05
"30841",7,"raisin",1.51267622678042e-05
"30842",8,"raisin",1.34956409079867e-05
"30843",9,"raisin",1.52746379910796e-05
"30844",1,"baie",1.61061718850664e-05
"30845",2,"baie",1.25050020008003e-05
"30846",3,"baie",1.38278160347355e-05
"30847",4,"baie",1.53638151425762e-05
"30848",5,"baie",1.48218414655837e-05
"30849",6,"baie",1.38603980706326e-05
"30850",7,"baie",1.51267622678042e-05
"30851",8,"baie",0.000148452049987854
"30852",9,"baie",1.52746379910796e-05
"30853",1,"disparaître",0.000660353047287721
"30854",2,"disparaître",1.25050020008003e-05
"30855",3,"disparaître",1.38278160347355e-05
"30856",4,"disparaître",1.53638151425762e-05
"30857",5,"disparaître",1.48218414655837e-05
"30858",6,"disparaître",1.38603980706326e-05
"30859",7,"disparaître",1.51267622678042e-05
"30860",8,"disparaître",1.34956409079867e-05
"30861",9,"disparaître",1.52746379910796e-05
"30862",1,"huître",1.61061718850664e-05
"30863",2,"huître",0.000262605042016807
"30864",3,"huître",1.38278160347355e-05
"30865",4,"huître",1.53638151425762e-05
"30866",5,"huître",1.48218414655837e-05
"30867",6,"huître",1.38603980706326e-05
"30868",7,"huître",1.51267622678042e-05
"30869",8,"huître",1.34956409079867e-05
"30870",9,"huître",1.52746379910796e-05
"30871",1,"itinérance",1.61061718850664e-05
"30872",2,"itinérance",1.25050020008003e-05
"30873",3,"itinérance",1.38278160347355e-05
"30874",4,"itinérance",1.53638151425762e-05
"30875",5,"itinérance",1.48218414655837e-05
"30876",6,"itinérance",1.38603980706326e-05
"30877",7,"itinérance",1.51267622678042e-05
"30878",8,"itinérance",1.34956409079867e-05
"30879",9,"itinérance",0.000168021017901876
"30880",1,"légèrement",1.61061718850664e-05
"30881",2,"légèrement",1.25050020008003e-05
"30882",3,"légèrement",1.38278160347355e-05
"30883",4,"légèrement",1.53638151425762e-05
"30884",5,"légèrement",0.000311258670777258
"30885",6,"légèrement",1.38603980706326e-05
"30886",7,"légèrement",1.51267622678042e-05
"30887",8,"légèrement",1.34956409079867e-05
"30888",9,"légèrement",0.000320767397812672
"30889",1,"podium",1.61061718850664e-05
"30890",2,"podium",1.25050020008003e-05
"30891",3,"podium",1.38278160347355e-05
"30892",4,"podium",1.53638151425762e-05
"30893",5,"podium",1.48218414655837e-05
"30894",6,"podium",1.38603980706326e-05
"30895",7,"podium",1.51267622678042e-05
"30896",8,"podium",1.34956409079867e-05
"30897",9,"podium",0.000168021017901876
"30898",1,"terminer",1.61061718850664e-05
"30899",2,"terminer",1.25050020008003e-05
"30900",3,"terminer",1.38278160347355e-05
"30901",4,"terminer",1.53638151425762e-05
"30902",5,"terminer",1.48218414655837e-05
"30903",6,"terminer",0.000152464378776958
"30904",7,"terminer",1.51267622678042e-05
"30905",8,"terminer",1.34956409079867e-05
"30906",9,"terminer",0.000168021017901876
"30907",1,"laiterie",1.61061718850664e-05
"30908",2,"laiterie",1.25050020008003e-05
"30909",3,"laiterie",0.00015210597638209
"30910",4,"laiterie",1.53638151425762e-05
"30911",5,"laiterie",0.00016304025612142
"30912",6,"laiterie",1.38603980706326e-05
"30913",7,"laiterie",1.51267622678042e-05
"30914",8,"laiterie",1.34956409079867e-05
"30915",9,"laiterie",1.52746379910796e-05
"30916",1,"meunerie",1.61061718850664e-05
"30917",2,"meunerie",1.25050020008003e-05
"30918",3,"meunerie",0.00015210597638209
"30919",4,"meunerie",1.53638151425762e-05
"30920",5,"meunerie",1.48218414655837e-05
"30921",6,"meunerie",1.38603980706326e-05
"30922",7,"meunerie",1.51267622678042e-05
"30923",8,"meunerie",0.000148452049987854
"30924",9,"meunerie",1.52746379910796e-05
"30925",1,"panifiable",1.61061718850664e-05
"30926",2,"panifiable",1.25050020008003e-05
"30927",3,"panifiable",0.00015210597638209
"30928",4,"panifiable",1.53638151425762e-05
"30929",5,"panifiable",1.48218414655837e-05
"30930",6,"panifiable",1.38603980706326e-05
"30931",7,"panifiable",1.51267622678042e-05
"30932",8,"panifiable",1.34956409079867e-05
"30933",9,"panifiable",1.52746379910796e-05
"30934",1,"obligation",1.61061718850664e-05
"30935",2,"obligation",1.25050020008003e-05
"30936",3,"obligation",1.38278160347355e-05
"30937",4,"obligation",1.53638151425762e-05
"30938",5,"obligation",1.48218414655837e-05
"30939",6,"obligation",1.38603980706326e-05
"30940",7,"obligation",1.51267622678042e-05
"30941",8,"obligation",0.000688277686307323
"30942",9,"obligation",1.52746379910796e-05
"30943",1,"outiller",1.61061718850664e-05
"30944",2,"outiller",1.25050020008003e-05
"30945",3,"outiller",1.38278160347355e-05
"30946",4,"outiller",1.53638151425762e-05
"30947",5,"outiller",1.48218414655837e-05
"30948",6,"outiller",0.000152464378776958
"30949",7,"outiller",1.51267622678042e-05
"30950",8,"outiller",1.34956409079867e-05
"30951",9,"outiller",1.52746379910796e-05
"30952",1,"ampleur",1.61061718850664e-05
"30953",2,"ampleur",1.25050020008003e-05
"30954",3,"ampleur",0.00015210597638209
"30955",4,"ampleur",1.53638151425762e-05
"30956",5,"ampleur",1.48218414655837e-05
"30957",6,"ampleur",1.38603980706326e-05
"30958",7,"ampleur",1.51267622678042e-05
"30959",8,"ampleur",1.34956409079867e-05
"30960",9,"ampleur",1.52746379910796e-05
"30961",1,"exploité",1.61061718850664e-05
"30962",2,"exploité",0.000137555022008804
"30963",3,"exploité",1.38278160347355e-05
"30964",4,"exploité",1.53638151425762e-05
"30965",5,"exploité",1.48218414655837e-05
"30966",6,"exploité",1.38603980706326e-05
"30967",7,"exploité",1.51267622678042e-05
"30968",8,"exploité",1.34956409079867e-05
"30969",9,"exploité",1.52746379910796e-05
"30970",1,"herbivore",1.61061718850664e-05
"30971",2,"herbivore",1.25050020008003e-05
"30972",3,"herbivore",0.00015210597638209
"30973",4,"herbivore",1.53638151425762e-05
"30974",5,"herbivore",1.48218414655837e-05
"30975",6,"herbivore",1.38603980706326e-05
"30976",7,"herbivore",1.51267622678042e-05
"30977",8,"herbivore",1.34956409079867e-05
"30978",9,"herbivore",1.52746379910796e-05
"30979",1,"illustre",1.61061718850664e-05
"30980",2,"illustre",0.000262605042016807
"30981",3,"illustre",1.38278160347355e-05
"30982",4,"illustre",1.53638151425762e-05
"30983",5,"illustre",1.48218414655837e-05
